region;state;time;cases_cum;cases_new;deaths_cum;deaths_new;cases_cum_norm;deaths_cum_norm
Norte;Pará;2020-05-07;5524.0;507;410;18;64.2112;4.7659
Norte;Pará;2020-05-08;6141.0;617;515;105;71.3832;5.9864
Norte;Pará;2020-05-09;6775.0;634;578;63;78.7528;6.7187
Norte;Pará;2020-05-10;7256.0;481;652;74;84.344;7.5789
Norte;Pará;2020-05-11;7563.0;307;708;56;87.9126;8.2298
Norte;Pará;2020-05-12;8616.0;1053;864;156;100.1527;10.0432
Norte;Pará;2020-05-13;9618.0;1002;946;82;111.8;10.9963
Norte;Pará;2020-05-14;10867.0;1249;1063;117;126.3184;12.3563
Norte;Pará;2020-05-15;12109.0;1242;1145;82;140.7554;13.3095
Norte;Pará;2020-05-16;13184.0;1075;1199;54;153.2513;13.9372
Norte;Pará;2020-05-17;13864.0;680;1239;40;161.1556;14.4022
Norte;Pará;2020-05-18;14734.0;870;1329;90;171.2685;15.4483
Norte;Pará;2020-05-19;16295.0;1561;1519;190;189.4136;17.6569
Norte;Pará;2020-05-20;18135.0;1840;1633;114;210.8019;18.982
Norte;Pará;2020-05-21;19756.0;1621;1852;219;229.6444;21.5277
Norte;Pará;2020-05-22;21469.0;1713;1937;85;249.5564;22.5158
Norte;Pará;2020-05-23;22697.0;1228;2001;64;263.8307;23.2597
Norte;Pará;2020-05-24;24125.0;1428;2148;147;280.4298;24.9684
Norte;Pará;2020-05-25;26077.0;1952;2372;224;303.1199;27.5722
Norte;Pará;2020-05-26;28600.0;2523;2469;97;332.4474;28.6997
Norte;Pará;2020-05-27;31033.0;2433;2545;76;360.7287;29.5832
Norte;Pará;2020-05-28;33699.0;2666;2704;159;391.7183;31.4314
Norte;Pará;2020-05-29;36486.0;2787;2827;123;424.1145;32.8611
Norte;Pará;2020-05-30;37296.0;810;2900;73;433.53;33.7097
Norte;Pará;2020-05-31;37961.0;665;2923;23;441.26;33.9771
Norte;Pará;2020-06-01;38046.0;85;2925;2;442.248;34.0003
Norte;Pará;2020-06-02;41207.0;3161;3040;115;478.9916;35.3371
Norte;Pará;2020-06-03;44774.0;3567;3193;153;520.4545;37.1155
Norte;Pará;2020-06-04;48049.0;3275;3416;223;558.5232;39.7077
Norte;Pará;2020-06-05;50960.0;2911;3538;122;592.3608;41.1258
Norte;Pará;2020-06-06;53176.0;2216;3612;74;618.1197;41.986
Norte;Pará;2020-06-07;54271.0;1095;3678;66;630.848;42.7532
Norte;Pará;2020-06-08;56032.0;1761;3772;94;651.3179;43.8459
Norte;Pará;2020-06-09;59148.0;3116;3853;81;687.5384;44.7874
Norte;Pará;2020-06-10;62095.0;2947;3927;74;721.7944;45.6476
Norte;Pará;2020-06-11;64126.0;2031;4030;103;745.4028;46.8449
Norte;Pará;2020-06-12;66328.0;2202;4132;102;770.999;48.0305
Norte;Pará;2020-06-13;68510.0;2182;4177;45;796.3626;48.5536
Norte;Pará;2020-06-14;69179.0;669;4191;14;804.1391;48.7163
Norte;Pará;2020-06-15;69224.0;45;4201;10;804.6622;48.8326
Norte;Pará;2020-06-16;71243.0;2019;4291;90;828.1311;49.8787
Norte;Pará;2020-06-17;74192.0;2949;4350;59;862.4104;50.5646
Norte;Pará;2020-06-18;76623.0;2431;4395;45;890.6684;51.0876
Norte;Pará;2020-06-19;80072.0;3449;4469;74;930.7597;51.9478
Norte;Pará;2020-06-20;82881.0;2809;4519;50;963.4116;52.529
Norte;Pará;2020-06-21;84654.0;1773;4583;64;984.021;53.273
Norte;Pará;2020-06-22;86020.0;1366;4605;22;999.8995;53.5287
Norte;Pará;2020-06-23;88636.0;2616;4672;67;1030.3079;54.3075
Norte;Pará;2020-06-24;91708.0;3072;4726;54;1066.017;54.9352
Norte;Pará;2020-06-25;94036.0;2328;4748;22;1093.0777;55.1909
Norte;Pará;2020-06-26;96472.0;2436;4803;55;1121.3939;55.8302
Norte;Pará;2020-06-27;99313.0;2841;4834;31;1154.4177;56.1906
Norte;Pará;2020-06-28;100443.0;1130;4845;11;1167.5529;56.3184
Norte;Pará;2020-06-29;101207.0;764;4870;25;1176.4337;56.609
Norte;Pará;2020-06-30;103206.0;1999;4920;50;1199.6701;57.1902
Norte;Pará;2020-07-01;105853.0;2647;4960;40;1230.4389;57.6552
Norte;Pará;2020-07-02;108067.0;2214;5004;44;1256.1745;58.1667
Norte;Pará;2020-07-03;110411.0;2344;5050;46;1283.4213;58.7014
Norte;Pará;2020-07-04;112531.0;2120;5069;19;1308.0642;58.9222
Norte;Pará;2020-07-05;113811.0;1280;5096;27;1322.943;59.2361
Norte;Pará;2020-07-06;114535.0;724;5105;9;1331.3588;59.3407
Norte;Pará;2020-07-07;116152.0;1617;5128;23;1350.1549;59.608
Norte;Pará;2020-07-08;118744.0;2592;5169;41;1380.2844;60.0846
Norte;Pará;2020-07-09;120731.0;1987;5196;27;1403.3813;60.3985
Norte;Pará;2020-07-10;122674.0;1943;5224;28;1425.9668;60.724
Norte;Pará;2020-07-11;124934.0;2260;5274;50;1452.2371;61.3052
Norte;Pará;2020-07-12;125714.0;780;5289;15;1461.3039;61.4795
Norte;Pará;2020-07-13;126509.0;795;5293;4;1470.545;61.526
Norte;Pará;2020-07-14;128570.0;2061;5318;25;1494.5021;61.8166
Norte;Pará;2020-07-15;130834.0;2264;5337;19;1520.8189;62.0375
Norte;Pará;2020-07-16;133039.0;2205;5385;48;1546.4499;62.5954
Norte;Pará;2020-07-17;135164.0;2125;5448;63;1571.151;63.3277
Norte;Pará;2020-07-18;136947.0;1783;5478;30;1591.8767;63.6765
Norte;Pará;2020-07-19;137484.0;537;5523;45;1598.1188;64.1995
Norte;Pará;2020-07-20;138396.0;912;5538;15;1608.7199;64.3739
Norte;Pará;2020-07-21;140388.0;1992;5553;15;1631.875;64.5483
Norte;Pará;2020-07-22;142358.0;1970;5581;28;1654.7743;64.8737
Norte;Pará;2020-07-23;144467.0;2109;5616;35;1679.2894;65.2806
Norte;Pará;2020-07-24;146252.0;1785;5646;30;1700.0383;65.6293
Norte;Pará;2020-07-25;147923.0;1671;5689;43;1719.4621;66.1291
Norte;Pará;2020-07-26;148463.0;540;5716;27;1725.739;66.443
Norte;Pará;2020-07-27;148823.0;360;5729;13;1729.9237;66.5941
Norte;Pará;2020-07-28;150185.0;1362;5716;-13;1745.7556;66.443
Norte;Pará;2020-07-29;151849.0;1664;5694;-22;1765.098;66.1873
Norte;Pará;2020-07-30;153350.0;1501;5699;5;1782.5457;66.2454
Norte;Pará;2020-07-31;154685.0;1335;5728;29;1798.0638;66.5825
Norte;Pará;2020-08-01;156053.0;1368;5750;22;1813.9655;66.8382
Norte;Pará;2020-08-02;156285.0;232;5773;23;1816.6622;67.1056
Norte;Pará;2020-08-03;156505.0;220;5784;11;1819.2195;67.2334
Norte;Pará;2020-08-04;158277.0;1772;5799;15;1839.8173;67.4078
Norte;Pará;2020-08-05;160695.0;2418;5818;19;1867.9242;67.6286
Norte;Pará;2020-08-06;162822.0;2127;5835;17;1892.6486;67.8262
Norte;Pará;2020-08-07;164759.0;1937;5854;19;1915.1643;68.0471
Norte;Pará;2020-08-08;167099.0;2340;5871;17;1942.3645;68.2447
Norte;Pará;2020-08-09;167642.0;543;5885;14;1948.6764;68.4074
Norte;Pará;2020-08-10;168151.0;509;5893;8;1954.593;68.5004
Norte;Pará;2020-08-11;169613.0;1462;5901;8;1971.5874;68.5934
Norte;Pará;2020-08-12;171878.0;2265;5909;8;1997.9158;68.6864
Norte;Pará;2020-08-13;173625.0;1747;5917;8;2018.223;68.7794
Norte;Pará;2020-08-14;175608.0;1983;5924;7;2041.2735;68.8608
Norte;Pará;2020-08-15;177010.0;1402;5932;8;2057.5704;68.9538
Norte;Pará;2020-08-16;177969.0;959;5940;8;2068.7178;69.0468
Norte;Pará;2020-08-17;178375.0;406;5945;5;2073.4372;69.1049
Norte;Pará;2020-08-18;180090.0;1715;5975;30;2093.3724;69.4536
Norte;Pará;2020-08-19;182231.0;2141;6015;40;2118.2594;69.9186
Norte;Pará;2020-08-20;184253.0;2022;6027;12;2141.7632;70.0581
Norte;Pará;2020-08-21;186646.0;2393;6037;10;2169.5796;70.1743
Norte;Pará;2020-08-22;188644.0;1998;6047;10;2192.8044;70.2905
Norte;Pará;2020-08-23;189289.0;645;6057;10;2200.3019;70.4068
Norte;Pará;2020-08-24;189582.0;293;6062;5;2203.7077;70.4649
Norte;Pará;2020-08-25;191609.0;2027;6078;16;2227.2696;70.6509
Norte;Pará;2020-08-26;193564.0;1955;6097;19;2249.9946;70.8717
Norte;Pará;2020-08-27;195297.0;1733;6102;5;2270.1391;70.9299
Norte;Pará;2020-08-28;196874.0;1577;6106;4;2288.4702;70.9764
Norte;Pará;2020-08-29;198246.0;1372;6109;3;2304.4184;71.0112
Norte;Pará;2020-08-30;199171.0;925;6115;6;2315.1706;71.081
Norte;Pará;2020-08-31;199556.0;385;6146;31;2319.6458;71.4413
Norte;Pará;2020-09-01;200985.0;1429;6176;30;2336.2566;71.79
Norte;Pará;2020-09-02;202436.0;1451;6201;25;2353.1231;72.0806
Norte;Pará;2020-09-03;203969.0;1533;6215;14;2370.9427;72.2434
Norte;Pará;2020-09-04;205291.0;1322;6228;13;2386.3097;72.3945
Norte;Pará;2020-09-05;206864.0;1573;6240;12;2404.5943;72.534
Norte;Pará;2020-09-06;207638.0;774;6249;9;2413.5913;72.6386
Norte;Pará;2020-09-07;208259.0;621;6257;8;2420.8098;72.7316
Norte;Pará;2020-09-08;208560.0;301;6269;12;2424.3086;72.8711
Norte;Pará;2020-09-09;209808.0;1248;6280;11;2438.8154;72.9989
Norte;Pará;2020-09-10;211061.0;1253;6289;9;2453.3804;73.1036
Norte;Pará;2020-09-11;212428.0;1367;6299;10;2469.2704;73.2198
Norte;Pará;2020-09-12;213655.0;1227;6307;8;2483.5331;73.3128
Norte;Pará;2020-09-13;214376.0;721;6344;37;2491.914;73.7429
Norte;Pará;2020-09-14;214806.0;430;6368;24;2496.9124;74.0219
Norte;Pará;2020-09-15;216318.0;1512;6387;19;2514.4879;74.2427
Norte;Pará;2020-09-16;217500.0;1182;6405;18;2528.2275;74.4519
Norte;Pará;2020-09-17;218458.0;958;6421;16;2539.3633;74.6379
Norte;Pará;2020-09-18;219220.0;762;6438;17;2548.2209;74.8355
Norte;Pará;2020-09-19;220205.0;985;6451;13;2559.6705;74.9866
Norte;Pará;2020-09-20;220519.0;314;6460;9;2563.3205;75.0913
Norte;Pará;2020-09-21;220775.0;256;6468;8;2566.2962;75.1843
Norte;Pará;2020-09-22;221639.0;864;6477;9;2576.3394;75.2889
Norte;Pará;2020-09-23;223021.0;1382;6489;12;2592.4038;75.4284
Norte;Pará;2020-09-24;224302.0;1281;6502;13;2607.2942;75.5795
Norte;Pará;2020-09-25;225542.0;1240;6427;-75;2621.708;74.7077
Norte;Pará;2020-09-26;226826.0;1284;6534;107;2636.6333;75.9514
Norte;Pará;2020-09-27;227756.0;930;6546;12;2647.4436;76.0909
Norte;Pará;2020-09-28;228068.0;312;6551;5;2651.0703;76.1491
Norte;Pará;2020-09-29;229175.0;1107;6560;9;2663.9381;76.2537
Norte;Pará;2020-09-30;230449.0;1274;6573;13;2678.7471;76.4048
Norte;Pará;2020-10-01;231743.0;1294;6582;9;2693.7886;76.5094
Norte;Pará;2020-10-02;232803.0;1060;6585;3;2706.1101;76.5443
Norte;Pará;2020-10-03;233802.0;999;6593;8;2717.7225;76.6373
Norte;Pará;2020-10-04;234033.0;231;6600;7;2720.4077;76.7186
Norte;Pará;2020-10-05;234129.0;96;6606;6;2721.5236;76.7884
Norte;Pará;2020-10-06;234884.0;755;6614;8;2730.2997;76.8814
Norte;Pará;2020-10-07;235948.0;1064;6623;9;2742.6677;76.986
Norte;Pará;2020-10-08;236830.0;882;6629;6;2752.9201;77.0557
Norte;Pará;2020-10-09;237478.0;648;6636;7;2760.4525;77.1371
Norte;Pará;2020-10-10;237925.0;447;6645;9;2765.6484;77.2417
Norte;Pará;2020-10-11;237938.0;13;6654;9;2765.7995;77.3463
Norte;Pará;2020-10-12;237958.0;20;6656;2;2766.032;77.3696
Norte;Pará;2020-10-13;237996.0;38;6657;1;2766.4737;77.3812
Norte;Pará;2020-10-14;238835.0;839;6661;4;2776.2263;77.4277
Norte;Pará;2020-10-15;239519.0;684;6667;6;2784.1771;77.4974
Norte;Pará;2020-10-16;240223.0;704;6670;3;2792.3605;77.5323
Norte;Pará;2020-10-17;240966.0;743;6676;6;2800.9971;77.6021
Norte;Pará;2020-10-18;241242.0;276;6677;1;2804.2053;77.6137
Norte;Pará;2020-10-19;241262.0;20;6682;5;2804.4378;77.6718
Norte;Pará;2020-10-20;242129.0;867;6686;4;2814.5159;77.7183
Norte;Pará;2020-10-21;243118.0;989;6690;4;2826.012;77.7648
Norte;Pará;2020-10-22;244229.0;1111;6697;7;2838.9263;77.8462
Norte;Pará;2020-10-23;245278.0;1049;6704;7;2851.1199;77.9275
Norte;Pará;2020-10-24;246605.0;1327;6717;13;2866.545;78.0786
Norte;Pará;2020-10-25;247388.0;783;6722;5;2875.6467;78.1368
Norte;Pará;2020-10-26;248024.0;636;6725;3;2883.0395;78.1716
Norte;Pará;2020-10-27;249235.0;1211;6729;4;2897.1163;78.2181
Norte;Pará;2020-10-28;250336.0;1101;6733;4;2909.9143;78.2646
Norte;Pará;2020-10-29;251292.0;956;6736;3;2921.0269;78.2995
Norte;Pará;2020-10-30;252389.0;1097;6738;2;2933.7785;78.3227
Norte;Pará;2020-10-31;252919.0;530;6743;5;2939.9392;78.3809
Norte;Pará;2020-11-01;253080.0;161;6751;8;2941.8107;78.4739
Norte;Pará;2020-11-02;253229.0;149;6758;7;2943.5426;78.5552
Norte;Pará;2020-11-03;253449.0;220;6762;4;2946.0999;78.6017
Norte;Pará;2020-11-04;254384.0;935;6767;5;2956.9684;78.6598
Norte;Pará;2020-11-05;255369.0;985;6773;6;2968.4181;78.7296
Norte;Pará;2020-11-06;256139.0;770;6779;6;2977.3686;78.7993
Norte;Pará;2020-11-07;256898.0;759;6784;5;2986.1912;78.8575
Norte;Pará;2020-11-08;257170.0;272;6790;6;2989.353;78.9272
Norte;Pará;2020-11-09;257372.0;202;6795;5;2991.701;78.9853
Norte;Pará;2020-11-10;258311.0;939;6799;4;3002.616;79.0318
Norte;Pará;2020-11-11;259189.0;878;6802;3;3012.8219;79.0667
Norte;Pará;2020-11-12;260058.0;869;6806;4;3022.9232;79.1132
Norte;Pará;2020-11-13;261131.0;1073;6808;2;3035.3958;79.1364
Norte;Pará;2020-11-14;261534.0;403;6817;9;3040.0803;79.241
Norte;Pará;2020-11-15;261788.0;254;6827;10;3043.0328;79.3573
Norte;Pará;2020-11-16;261899.0;111;6832;5;3044.323;79.4154
Norte;Pará;2020-11-17;262345.0;446;6838;6;3049.5073;79.4851
Norte;Pará;2020-11-18;263155.0;810;6844;6;3058.9228;79.5549
Norte;Pará;2020-11-19;263935.0;780;6851;7;3067.9896;79.6363
Norte;Pará;2020-11-20;264810.0;875;6855;4;3078.1606;79.6828
Norte;Pará;2020-11-21;265562.0;752;6861;6;3086.9019;79.7525
Norte;Pará;2020-11-22;266008.0;446;6865;4;3092.0862;79.799
Norte;Pará;2020-11-23;266273.0;265;6871;6;3095.1666;79.8687
Norte;Pará;2020-11-24;266780.0;507;6875;4;3101.0599;79.9152
Norte;Pará;2020-11-25;267700.0;920;6880;5;3111.754;79.9734
Norte;Pará;2020-11-26;268524.0;824;6884;4;3121.3323;80.0199
Norte;Pará;2020-11-27;269057.0;533;6892;8;3127.5279;80.1128
Norte;Pará;2020-11-28;269870.0;813;6901;9;3136.9782;80.2175
Norte;Pará;2020-11-29;270368.0;498;6907;6;3142.767;80.2872
Norte;Pará;2020-11-30;270548.0;180;6915;8;3144.8593;80.3802
Norte;Pará;2020-12-01;271228.0;680;6918;3;3152.7636;80.4151
Norte;Pará;2020-12-02;272125.0;897;6927;9;3163.1904;80.5197
Norte;Pará;2020-12-03;273126.0;1001;6933;6;3174.8261;80.5894
Norte;Pará;2020-12-04;273753.0;627;6939;6;3182.1143;80.6592
Norte;Pará;2020-12-05;274545.0;792;6944;5;3191.3206;80.7173
Norte;Pará;2020-12-06;275049.0;504;6950;6;3197.1791;80.787
Norte;Pará;2020-12-07;275551.0;502;6954;4;3203.0143;80.8335
Norte;Pará;2020-12-08;276221.0;670;6959;5;3210.8024;80.8917
Norte;Pará;2020-12-09;277020.0;799;6963;4;3220.0901;80.9382
Norte;Pará;2020-12-10;278066.0;1046;6972;9;3232.2488;81.0428
Norte;Pará;2020-12-11;278858.0;792;6980;8;3241.455;81.1358
Norte;Pará;2020-12-12;279600.0;742;6989;9;3250.0801;81.2404
Norte;Pará;2020-12-13;280272.0;672;6998;9;3257.8914;81.345
Norte;Pará;2020-12-14;280714.0;442;7003;5;3263.0292;81.4031
Norte;Pará;2020-12-15;281667.0;953;7013;10;3274.1069;81.5194
Norte;Pará;2020-12-16;282719.0;1052;7018;5;3286.3354;81.5775
Norte;Pará;2020-12-17;283839.0;1120;7035;17;3299.3543;81.7751
Norte;Pará;2020-12-18;284774.0;935;7042;7;3310.2228;81.8565
Norte;Pará;2020-12-19;285632.0;858;7051;9;3320.1962;81.9611
Norte;Pará;2020-12-20;286130.0;498;7057;6;3325.985;82.0308
Norte;Pará;2020-12-21;286616.0;486;7063;6;3331.6343;82.1006
Norte;Pará;2020-12-22;287535.0;919;7069;6;3342.3168;82.1703
Norte;Pará;2020-12-23;288465.0;930;7078;9;3353.1271;82.2749
Norte;Pará;2020-12-24;289348.0;883;7095;17;3363.3911;82.4725
Norte;Pará;2020-12-25;289777.0;429;7108;13;3368.3779;82.6236
Norte;Pará;2020-12-26;289795.0;18;7124;16;3368.5871;82.8096
Norte;Pará;2020-12-27;290326.0;531;7130;6;3374.7595;82.8794
Norte;Pará;2020-12-28;290821.0;495;7142;12;3380.5134;83.0189
Norte;Pará;2020-12-29;291907.0;1086;7149;7;3393.1371;83.1002
Norte;Pará;2020-12-30;292712.0;805;7169;20;3402.4944;83.3327
Norte;Pará;2020-12-31;293540.0;828;7188;19;3412.1191;83.5536
Norte;Pará;2021-01-01;293802.0;262;7199;11;3415.1646;83.6814
Norte;Pará;2021-01-02;293807.0;5;7209;10;3415.2227;83.7977
Norte;Pará;2021-01-03;294010.0;203;7217;8;3417.5824;83.8907
Norte;Pará;2021-01-04;294224.0;214;7223;6;3420.0699;83.9604
Norte;Pará;2021-01-05;295439.0;1215;7235;12;3434.1931;84.0999
Norte;Pará;2021-01-06;296752.0;1313;7247;12;3449.4555;84.2394
Norte;Pará;2021-01-07;297974.0;1222;7263;16;3463.6601;84.4254
Norte;Pará;2021-01-08;299045.0;1071;7280;17;3476.1094;84.623
Norte;Pará;2021-01-09;300454.0;1409;7292;12;3492.4877;84.7625
Norte;Pará;2021-01-10;301501.0;1047;7304;12;3504.658;84.9019
Norte;Pará;2021-01-11;302125.0;624;7315;11;3511.9114;85.0298
Norte;Pará;2021-01-12;303512.0;1387;7339;24;3528.034;85.3088
Norte;Pará;2021-01-13;305012.0;1500;7349;10;3545.47;85.425
Norte;Pará;2021-01-14;306029.0;1017;7366;17;3557.2917;85.6226
Norte;Pará;2021-01-15;307520.0;1491;7376;10;3574.6231;85.7389
Norte;Pará;2021-01-16;308936.0;1416;7388;12;3591.0827;85.8784
Norte;Pará;2021-01-17;309526.0;590;7397;9;3597.9409;85.983
Norte;Pará;2021-01-18;309816.0;290;7412;15;3601.3119;86.1573
Norte;Pará;2021-01-19;311063.0;1247;7427;15;3615.8071;86.3317
Norte;Pará;2021-01-20;312632.0;1569;7434;7;3634.0452;86.4131
Norte;Pará;2021-01-21;314119.0;1487;7458;24;3651.3301;86.692
Norte;Pará;2021-01-22;316176.0;2057;7470;12;3675.2407;86.8315
Norte;Pará;2021-01-23;317876.0;1700;7487;17;3695.0016;87.0291
Norte;Pará;2021-01-24;318777.0;901;7499;12;3705.4749;87.1686
Norte;Pará;2021-01-25;319545.0;768;7530;31;3714.4021;87.529
Norte;Pará;2021-01-26;320894.0;1349;7544;14;3730.0829;87.6917
Norte;Pará;2021-01-27;323290.0;2396;7552;8;3757.9341;87.7847
Norte;Pará;2021-01-28;325562.0;2272;7564;12;3784.3439;87.9242
Norte;Pará;2021-01-29;327281.0;1719;7578;14;3804.3257;88.0869
Norte;Pará;2021-01-30;328800.0;1519;7618;40;3821.9826;88.5519
Norte;Pará;2021-01-31;329306.0;506;7636;18;3827.8643;88.7611
Norte;Pará;2021-02-01;329486.0;180;7655;19;3829.9566;88.982
Norte;Pará;2021-02-02;331163.0;1677;7669;14;3849.4502;89.1447
Norte;Pará;2021-02-03;333052.0;1889;7685;16;3871.408;89.3307
Norte;Pará;2021-02-04;334704.0;1652;7695;10;3890.6109;89.4469
Norte;Pará;2021-02-05;336453.0;1749;7717;22;3910.9413;89.7027
Norte;Pará;2021-02-06;338047.0;1594;7762;45;3929.47;90.2258
Norte;Pará;2021-02-07;338670.0;623;7807;45;3936.7118;90.7488
Norte;Pará;2021-02-08;339273.0;603;7824;17;3943.7211;90.9464
Norte;Pará;2021-02-09;341050.0;1777;7854;30;3964.377;91.2952
Norte;Pará;2021-02-10;342482.0;1432;7864;10;3981.0226;91.4114
Norte;Pará;2021-02-11;344363.0;1881;7874;10;4002.8874;91.5276
Norte;Pará;2021-02-12;346146.0;1783;7924;50;4023.6131;92.1088
Norte;Pará;2021-02-13;347500.0;1354;7984;60;4039.352;92.8063
Norte;Pará;2021-02-14;347963.0;463;7999;15;4044.7339;92.9807
Norte;Pará;2021-02-15;348448.0;485;8019;20;4050.3716;93.2131
Norte;Pará;2021-02-16;349671.0;1223;8064;45;4064.5878;93.7362
Norte;Pará;2021-02-17;350338.0;667;8074;10;4072.341;93.8525
Norte;Pará;2021-02-18;351472.0;1134;8087;13;4085.5227;94.0036
Norte;Pará;2021-02-19;353036.0;1564;8163;76;4103.7027;94.887
Norte;Pará;2021-02-20;354587.0;1551;8266;103;4121.7315;96.0843
Norte;Pará;2021-02-21;355128.0;541;8278;12;4128.0201;96.2238
Norte;Pará;2021-02-22;355745.0;617;8322;44;4135.1922;96.7352
Norte;Pará;2021-02-23;357595.0;1850;8353;31;4156.6966;97.0956
Norte;Pará;2021-02-24;359289.0;1694;8383;30;4176.3877;97.4443
Norte;Pará;2021-02-25;360629.0;1340;8435;52;4191.964;98.0487
Norte;Pará;2021-02-26;362488.0;1859;8519;84;4213.573;99.0252
Norte;Pará;2021-02-27;363916.0;1428;8577;58;4230.1722;99.6993
Norte;Pará;2021-02-28;364643.0;727;8591;14;4238.6228;99.8621
Norte;Pará;2021-03-01;365411.0;768;8643;52;4247.5501;100.4665
Norte;Pará;2021-03-02;366613.0;1202;8675;32;4261.5222;100.8385
Norte;Pará;2021-03-03;368310.0;1697;8709;34;4281.2482;101.2337
Norte;Pará;2021-03-04;369880.0;1570;8757;48;4299.4979;101.7917
Norte;Pará;2021-03-05;371227.0;1347;8819;62;4315.1555;102.5124
Norte;Pará;2021-03-06;372488.0;1261;8875;56;4329.8134;103.1633
Norte;Pará;2021-03-07;373041.0;553;8930;55;4336.2415;103.8026
Norte;Pará;2021-03-08;373643.0;602;8968;38;4343.2391;104.2443
Norte;Pará;2021-03-09;374931.0;1288;9008;40;4358.2109;104.7093
Norte;Pará;2021-03-10;377051.0;2120;9084;76;4382.8539;105.5927
Norte;Pará;2021-03-11;379196.0;2145;9171;87;4407.7874;106.604
Norte;Pará;2021-03-12;380924.0;1728;9244;73;4427.8737;107.4526
Norte;Pará;2021-03-13;382212.0;1288;9290;46;4442.8455;107.9873
Norte;Pará;2021-03-14;382872.0;660;9329;39;4450.5174;108.4406
Norte;Pará;2021-03-15;383704.0;832;9374;45;4460.1886;108.9637
Norte;Pará;2021-03-16;385536.0;1832;9427;53;4481.4838;109.5798
Norte;Pará;2021-03-17;387960.0;2424;9499;72;4509.6604;110.4167
Norte;Pará;2021-03-18;390874.0;2914;9634;135;4543.5329;111.9859
Norte;Pará;2021-03-19;393675.0;2801;9682;48;4576.0918;112.5439
Norte;Pará;2021-03-20;396302.0;2627;9742;60;4606.6281;113.2413
Norte;Pará;2021-03-21;397224.0;922;9796;54;4617.3455;113.869
Norte;Pará;2021-03-22;397829.0;605;9837;41;4624.378;114.3456
Norte;Pará;2021-03-23;400523.0;2694;9899;62;4655.6932;115.0663
Norte;Pará;2021-03-24;403353.0;2830;9971;72;4688.5892;115.9032
Norte;Pará;2021-03-25;406050.0;2697;10011;40;4719.9392;116.3682
Norte;Pará;2021-03-26;408924.0;2874;10111;100;4753.3467;117.5306
Norte;Pará;2021-03-27;411363.0;2439;10192;81;4781.6977;118.4722
Norte;Pará;2021-03-28;412122.0;759;10252;60;4790.5204;119.1696
Norte;Pará;2021-03-29;412742.0;620;10313;61;4797.7273;119.8787
Norte;Pará;2021-03-30;414986.0;2244;10375;62;4823.8116;120.5994
Norte;Pará;2021-03-31;417523.0;2537;10426;51;4853.3018;121.1922
Norte;Pará;2021-04-01;420372.0;2849;10503;77;4886.4187;122.0872
Norte;Pará;2021-04-02;421966.0;1594;10619;116;4904.9474;123.4356
Norte;Pará;2021-04-03;422442.0;476;10693;74;4910.4804;124.2958
Norte;Pará;2021-04-04;422995.0;553;10727;34;4916.9085;124.691
Norte;Pará;2021-04-05;423691.0;696;10778;51;4924.9988;125.2838
Norte;Pará;2021-04-06;426204.0;2513;10825;47;4954.21;125.8302
Norte;Pará;2021-04-07;428880.0;2676;10880;55;4985.3159;126.4695
Norte;Pará;2021-04-08;431636.0;2756;10975;95;5017.3518;127.5738
Norte;Pará;2021-04-09;434386.0;2750;11062;87;5049.3179;128.5851
Norte;Pará;2021-04-10;437092.0;2706;11143;81;5080.7725;129.5266
Norte;Pará;2021-04-11;437805.0;713;11200;57;5089.0604;130.1892
Norte;Pará;2021-04-12;438251.0;446;11251;51;5094.2448;130.782
Norte;Pará;2021-04-13;440950.0;2699;11328;77;5125.618;131.6771
Norte;Pará;2021-04-14;443191.0;2241;11443;115;5151.6675;133.0138
Norte;Pará;2021-04-15;445864.0;2673;11555;112;5182.7385;134.3157
Norte;Pará;2021-04-16;448256.0;2392;11635;80;5210.5432;135.2456
Norte;Pará;2021-04-17;450277.0;2021;11751;116;5234.0354;136.594
Norte;Pará;2021-04-18;450872.0;595;11866;115;5240.9517;137.9308
Norte;Pará;2021-04-19;451192.0;320;11900;34;5244.6714;138.326
Norte;Pará;2021-04-20;453979.0;2787;12019;119;5277.0676;139.7093
Norte;Pará;2021-04-21;456628.0;2649;12165;146;5307.8596;141.4064
Norte;Pará;2021-04-22;457961.0;1333;12263;98;5323.3545;142.5455
Norte;Pará;2021-04-23;460306.0;2345;12354;91;5350.6128;143.6033
Norte;Pará;2021-04-24;462294.0;1988;12442;88;5373.7214;144.6262
Norte;Pará;2021-04-25;462843.0;549;12504;62;5380.103;145.3469
Norte;Pará;2021-04-26;462976.0;133;12572;68;5381.649;146.1374
Norte;Pará;2021-04-27;464068.0;1092;12664;92;5394.3425;147.2068
Norte;Pará;2021-04-28;466894.0;2826;12794;130;5427.192;148.7179
Norte;Pará;2021-04-29;469524.0;2630;12884;90;5457.7632;149.7641
Norte;Pará;2021-04-30;471559.0;2035;12981;97;5481.4181;150.8916
Norte;Pará;2021-05-01;472986.0;1427;13083;102;5498.0056;152.0772
Norte;Pará;2021-05-02;473539.0;553;13125;42;5504.4337;152.5655
Norte;Pará;2021-05-03;474018.0;479;13163;38;5510.0016;153.0072
Norte;Pará;2021-05-04;475744.0;1726;13204;41;5530.0647;153.4838
Norte;Pará;2021-05-05;477743.0;1999;13326;122;5553.3011;154.9019
Norte;Pará;2021-05-06;480129.0;2386;13391;65;5581.0361;155.6574
